timestamp(ms),pressure,temperature,
"1724467416.886","1012.51","22.19",
"1724467416.893","1012.53","22.19",
"1724467416.901","1012.52","22.18",
"1724467416.908","1012.58",,
"1724467416.909",,"22.19",
"1724467416.916","1012.52","22.18",
"1724467416.924","1012.54","22.18",
"1724467416.931","1012.55",,
"1724467416.932",,"22.19",
"1724467416.939","1012.55","22.2",
"1724467416.946","1012.54","22.19",
"1724467416.954","1012.57","22.2",
"1724467416.962","1012.57","22.2",
"1724467416.969","1012.55","22.19",
"1724467416.977","1012.58","22.19",
"1724467416.985","1012.56","22.19",
"1724467416.992","1012.56","22.19",
"1724467417","1012.47",,
"1724467417.001",,"22.19",
"1724467417.007","1012.57","22.2",
"1724467417.015","1012.55","22.2",
"1724467417.022","1012.56","22.2",
"1724467417.03","1012.53","22.19",
"1724467417.038","1012.55","22.2",
"1724467417.045","1012.58","22.2",
"1724467417.053","1012.53","22.2",
"1724467417.06","1012.57",,
"1724467417.061",,"22.2",
"1724467417.068","1012.52","22.2",
"1724467417.076","1012.47","22.19",
"1724467417.083","1012.48","22.2",
"1724467417.091","1012.55","22.2",
"1724467417.098","1012.5","22.2",
"1724467417.106","1012.57","22.2",
"1724467417.114","1012.59","22.2",
"1724467417.121","1012.41","22.2",
"1724467417.129","1012.55","22.2",
"1724467417.136","1012.47",,
"1724467417.137",,"22.19",
"1724467417.144","1012.48","22.2",
"1724467417.152","1012.54","22.19",
"1724467417.159","1012.53","22.2",
"1724467417.167","1012.55","22.2",
"1724467417.174","1012.48","22.2",
"1724467417.182","1012.5","22.2",
"1724467417.19","1012.59","22.2",
"1724467417.197","1012.52","22.2",
"1724467417.205","1012.59","22.2",
"1724467417.212","1012.48","22.2",
"1724467417.22","1012.6","22.2",
"1724467417.228","1012.54","22.2",
"1724467417.235","1012.55","22.2",
"1724467417.243","1012.49","22.2",
"1724467417.25","1012.56",,
"1724467417.251",,"22.2",
"1724467417.258","1012.55","22.2",
"1724467417.266","1012.54","22.2",
"1724467417.273","1012.46","22.2",
"1724467417.281","1012.49","22.2",
"1724467417.288","1012.55","22.2",
"1724467417.296","1012.5","22.21",
"1724467417.304","1012.54","22.2",
"1724467417.311","1012.62","22.2",
"1724467417.319","1012.55","22.2",
"1724467417.326","1012.54","22.2",
"1724467417.334","1012.62","22.21",
"1724467417.342","1012.54","22.2",
"1724467417.349","1012.56","22.2",
"1724467417.357","1012.55","22.21",
"1724467417.364","1012.52","22.2",
"1724467417.372","1012.42","22.2",
"1724467417.379","1012.52",,
"1724467417.38",,"22.2",
"1724467417.387","1012.52","22.2",
"1724467417.395","1012.66","22.2",
"1724467417.402","1012.59","22.21",
"1724467417.41","1012.55","22.2",
"1724467417.418","1012.5","22.21",
"1724467417.425","1012.52","22.2",
"1724467417.433","1012.55","22.2",
"1724467417.44","1012.6","22.21",
"1724467417.448","1012.53","22.21",
"1724467417.456","1012.52","22.2",
"1724467417.463","1012.56",,
"1724467417.464",,"22.2",
"1724467417.471","1012.57","22.21",
"1724467417.478","1012.46","22.21",
"1724467417.486","1012.6","22.2",
"1724467417.494","1012.53","22.21",
"1724467417.501","1012.58","22.21",
"1724467417.509","1012.61","22.2",
"1724467417.517","1012.61","22.2",
"1724467417.524","1012.52","22.2",
"1724467417.532","1012.52","22.2",
"1724467417.539","1012.53","22.21",
"1724467417.547","1012.55","22.21",
"1724467417.554","1012.59",,
"1724467417.555",,"22.22",
"1724467417.562","1012.57","22.21",
"1724467417.57","1012.46","22.21",
"1724467417.577","1012.5","22.21",
"1724467417.585","1012.49","22.2",
"1724467417.593","1012.56","22.21",
"1724467417.6","1012.49","22.2",
"1724467417.608","1012.51","22.21",
"1724467417.615","1012.53","22.21",
"1724467417.662","1012.55","22.21",
"1724467417.663","1012.56","22.21",
"1724467417.668","1012.5","22.21",
"1724467417.676","1012.53","22.21",
"1724467417.683","1012.54","22.2",
"1724467417.691","1012.58","22.21",
"1724467417.699","1012.52","22.22",
"1724467417.706","1012.53","22.21",
"1724467417.714","1012.52","22.22",
"1724467417.721","1012.63","22.22",
"1724467417.729","1012.53","22.21",
"1724467417.737","1012.53","22.21",
"1724467417.744","1012.56","22.21",
"1724467417.752","1012.52","22.22",
"1724467417.759","1012.51","22.21",
"1724467417.767","1012.58","22.21",
"1724467417.775","1012.51","22.21",
"1724467417.782","1012.54","22.22",
"1724467417.79","1012.58","22.21",
"1724467417.797","1012.48",,
"1724467417.798",,"22.21",
"1724467417.805","1012.52","22.22",
"1724467417.813","1012.49","22.21",
"1724467417.82","1012.6","22.22",
"1724467417.828","1012.5","22.22",
"1724467417.836","1012.47","22.22",
"1724467417.843","1012.51","22.21",
"1724467417.851","1012.57","22.22",
"1724467417.858","1012.55","22.21",
"1724467417.866","1012.53","22.22",
"1724467417.874","1012.58","22.23",
"1724467417.881","1012.6","22.22",
"1724467417.889","1012.5","22.21",
"1724467417.896","1012.54",,
"1724467417.897",,"22.22",
"1724467417.904","1012.62","22.22",
"1724467417.912","1012.57","22.22",
"1724467417.919","1012.55",,
"1724467417.92",,"22.22",
"1724467417.927","1012.5","22.22",
"1724467417.934","1012.54",,
"1724467417.935",,"22.22",
"1724467417.942","1012.56","22.21",
"1724467417.95","1012.66","22.22",
"1724467417.957","1012.57","22.22",
"1724467417.965","1012.48","22.22",
"1724467417.972","1012.49",,
"1724467417.973",,"22.21",
"1724467417.98","1012.52","22.22",
"1724467417.988","1012.53","22.21",
"1724467417.995","1012.52","22.22",
"1724467418.003","1012.53","22.21",
"1724467418.01","1012.6","22.21",
"1724467418.018","1012.47","22.22",
"1724467418.026","1012.47","22.22",
"1724467418.033","1012.58",,
"1724467418.034",,"22.21",
"1724467418.041","1012.61","22.22",
"1724467418.049","1012.59","22.22",
"1724467418.056","1012.5","22.22",
"1724467418.064","1012.5","22.22",
"1724467418.071","1012.57","22.22",
"1724467418.079","1012.53","22.22",
"1724467418.086","1012.6",,
"1724467418.087",,"22.22",
"1724467418.094","1012.57","22.23",
"1724467418.102","1012.5","22.22",
"1724467418.109","1012.48","22.22",
"1724467418.118","1012.54","22.23",
"1724467418.124","1012.5","22.22",
"1724467418.132","1012.6","22.22",
"1724467418.14","1012.53","22.21",
"1724467418.147","1012.53","22.22",
"1724467418.155","1012.58","22.23",
"1724467418.162","1012.45",,
"1724467418.163",,"22.22",
"1724467418.17","1012.57","22.22",
"1724467418.177","1012.49",,
"1724467418.178",,"22.23",
"1724467418.185","1012.59","22.22",
"1724467418.193","1012.59","22.22",
"1724467418.2","1012.54",,
"1724467418.201",,"22.23",
"1724467418.208","1012.57","22.22",
"1724467418.216","1012.61","22.22",
"1724467418.223","1012.54","22.23",
"1724467418.231","1012.55","22.22",
"1724467418.238","1012.5",,
"1724467418.239",,"22.22",
"1724467418.246","1012.55","22.22",
"1724467418.254","1012.54","22.22",
"1724467418.261","1012.58","22.23",
"1724467418.269","1012.5","22.22",
"1724467418.276","1012.58","22.23",
"1724467418.284","1012.54","22.23",
"1724467418.292","1012.51","22.23",
"1724467418.299","1012.57","22.22",
"1724467418.307","1012.55","22.22",
"1724467418.314","1012.48",,
"1724467418.315",,"22.22",
"1724467418.322","1012.51","22.23",
"1724467418.33","1012.56","22.23",
"1724467418.337","1012.47","22.22",
"1724467418.345","1012.56","22.24",
"1724467418.352","1012.6",,
"1724467418.353",,"22.22",
"1724467418.36","1012.51","22.23",
"1724467418.368","1012.54","22.23",
"1724467418.375","1012.51","22.23",
"1724467418.383","1012.55","22.23",
"1724467418.39","1012.6","22.22",
"1724467418.398","1012.42","22.21",
"1724467418.405","1012.54",,
"1724467418.406",,"22.23",
"1724467418.413","1012.54","22.23",
"1724467418.421","1012.54","22.23",
"1724467418.428","1012.5",,
"1724467418.429",,"22.23",
"1724467418.436","1012.54","22.23",
"1724467418.444","1012.57","22.22",
"1724467418.451","1012.55","22.23",
"1724467418.459","1012.5","22.22",
"1724467418.466","1012.54",,
"1724467418.467",,"22.23",
"1724467418.474","1012.54","22.23",
"1724467418.482","1012.54","22.23",
"1724467418.489","1012.54","22.23",
"1724467418.497","1012.57","22.23",
"1724467418.504","1012.49",,
"1724467418.505",,"22.23",
"1724467418.512","1012.5","22.23",
"1724467418.52","1012.53","22.22",
"1724467418.527","1012.59","22.23",
"1724467418.535","1012.58","22.24",
"1724467418.542","1012.47",,
"1724467418.543",,"22.23",
"1724467418.55","1012.49","22.23",
"1724467418.558","1012.54","22.23",
"1724467418.565","1012.52",,
"1724467418.566",,"22.23",
"1724467418.573","1012.54","22.23",
"1724467418.581","1012.51","22.23",
"1724467418.588","1012.54","22.23",
"1724467418.596","1012.5","22.23",
"1724467418.603","1012.49","22.23",
"1724467418.611","1012.53","22.23",
"1724467418.618","1012.58",,
"1724467418.619",,"22.23",
"1724467418.626","1012.5","22.23",
"1724467418.634","1012.48","22.23",
"1724467418.641","1012.51",,
"1724467418.642",,"22.23",
"1724467418.649","1012.58","22.23",
"1724467418.656","1012.54","22.23",
"1724467418.664","1012.61","22.23",
"1724467418.672","1012.55","22.23",
"1724467418.679","1012.51","22.25",
"1724467418.687","1012.59","22.23",
"1724467418.694","1012.6","22.23",
"1724467418.702","1012.48","22.23",
"1724467418.71","1012.5","22.23",
"1724467418.717","1012.57","22.23",
"1724467418.725","1012.51","22.23",
"1724467418.732","1012.57","22.23",
"1724467418.74","1012.57","22.24",
"1724467418.747","1012.52",,
"1724467418.748",,"22.23",
"1724467418.755","1012.51","22.23",
"1724467418.763","1012.47","22.24",
"1724467418.77","1012.6",,
"1724467418.771",,"22.23",
"1724467418.778","1012.58","22.24",
"1724467418.785","1012.51",,
"1724467418.786",,"22.23",
"1724467418.793","1012.52","22.23",
"1724467418.801","1012.53","22.23",
"1724467418.808","1012.57",,
"1724467418.809",,"22.23",
"1724467418.816","1012.53","22.23",
"1724467418.824","1012.61","22.24",
"1724467418.832","1012.56","22.24",
"1724467418.839","1012.52","22.24",
"1724467418.847","1012.51","22.23",
"1724467418.854","1012.52","22.23",
"1724467418.861","1012.57",,
"1724467418.862",,"22.23",
"1724467418.869","1012.56","22.24",
"1724467418.877","1012.55","22.24",
"1724467418.884","1012.56",,
"1724467418.885",,"22.24",
"1724467418.892","1012.53","22.23",
"1724467418.9","1012.52","22.23",
"1724467418.907","1012.55","22.23",
"1724467418.915","1012.55","22.24",
"1724467418.922","1012.56","22.24",
"1724467418.93","1012.52","22.23",
"1724467418.937","1012.62",,
"1724467418.938",,"22.23",
"1724467418.945","1012.54","22.23",
"1724467418.953","1012.6","22.23",
"1724467418.96","1012.61",,
"1724467418.961",,"22.24",
"1724467418.968","1012.54","22.24",
"1724467418.976","1012.52","22.24",
"1724467418.983","1012.55","22.24",
"1724467418.991","1012.56","22.24",
"1724467418.998","1012.46",,
"1724467418.999",,"22.23",
"1724467419.006","1012.46","22.23",
"1724467419.014","1012.57","22.24",
"1724467419.021","1012.53","22.23",
"1724467419.029","1012.52","22.24",
"1724467419.036","1012.58",,
"1724467419.037",,"22.24",
"1724467419.044","1012.65","22.24",
"1724467419.051","1012.6",,
"1724467419.052",,"22.25",
"1724467419.059","1012.5","22.24",
"1724467419.067","1012.61","22.24",
"1724467419.074","1012.49","22.24",
"1724467419.082","1012.56","22.24",
"1724467419.09","1012.49","22.24",
"1724467419.097","1012.47",,
"1724467419.098",,"22.23",
"1724467419.105","1012.49","22.24",
"1724467419.113","1012.5","22.24",
"1724467419.12","1012.58","22.25",
"1724467419.127","1012.47",,
"1724467419.128",,"22.23",
"1724467419.135","1012.58","22.24",
"1724467419.143","1012.59","22.24",
"1724467419.15","1012.46","22.25",
"1724467419.158","1012.47","22.23",
"1724467419.165","1012.47",,
"1724467419.166",,"22.24",
"1724467419.173","1012.5","22.24",
"1724467419.181","1012.56","22.24",
"1724467419.188","1012.53","22.25",
"1724467419.196","1012.52","22.24",
"1724467419.204","1012.53","22.23",
"1724467419.211","1012.56","22.25",
"1724467419.219","1012.57","22.24",
"1724467419.226","1012.55",,
"1724467419.227",,"22.24",
"1724467419.234","1012.65","22.23",
"1724467419.242","1012.62","22.24",
"1724467419.249","1012.52","22.24",
"1724467419.257","1012.55","22.23",
"1724467419.264","1012.59",,
"1724467419.265",,"22.24",
"1724467419.272","1012.52","22.24",
"1724467419.28","1012.52","22.24",
"1724467419.287","1012.62","22.24",
"1724467419.295","1012.58","22.25",
"1724467419.302","1012.43",,
"1724467419.303",,"22.24",
"1724467419.31","1012.56","22.24",
"1724467419.317","1012.58","22.25",
"1724467419.325","1012.52","22.24",
"1724467419.333","1012.51","22.25",
"1724467419.34","1012.48","22.24",
"1724467419.348","1012.5","22.24",
"1724467419.356","1012.6","22.25",
"1724467419.363","1012.54",,
"1724467419.364",,"22.24",
"1724467419.371","1012.62","22.25",
"1724467419.378","1012.5",,
"1724467419.379",,"22.24",
"1724467419.386","1012.5","22.24",
"1724467419.393","1012.66",,
"1724467419.394",,"22.25",
"1724467419.401","1012.52","22.24",
"1724467419.409","1012.53","22.25",
"1724467419.416","1012.57",,
"1724467419.417",,"22.24",
"1724467419.424","1012.65","22.25",
"1724467419.431","1012.53",,
"1724467419.432",,"22.25",
"1724467419.439","1012.46","22.25",
"1724467419.447","1012.53","22.25",
"1724467419.454","1012.55","22.24",
"1724467419.462","1012.52","22.24",
"1724467419.47","1012.52","22.24",
"1724467419.477","1012.52","22.24",
"1724467419.485","1012.44","22.25",
"1724467419.493","1012.47","22.24",
"1724467419.501","1012.53","22.25",
"1724467419.508","1012.61","22.24",
"1724467419.515","1012.53","22.25",
"1724467419.523","1012.55","22.26",
"1724467419.53","1012.49","22.25",
"1724467419.538","1012.62","22.25",
"1724467419.546","1012.45","22.24",
"1724467419.553","1012.59","22.24",
"1724467419.561","1012.56","22.25",
"1724467419.568","1012.5","22.24",
"1724467419.576","1012.5","22.24",
"1724467419.583","1012.46",,
"1724467419.584",,"22.25",
"1724467419.591","1012.47","22.25",
"1724467419.599","1012.56","22.25",
"1724467419.606","1012.54",,
"1724467419.607",,"22.25",
"1724467419.614","1012.49","22.25",
"1724467419.622","1012.51","22.25",
"1724467419.629","1012.6","22.25",
"1724467419.637","1012.51","22.25",
"1724467419.644","1012.45","22.25",
"1724467419.652","1012.5","22.24",
"1724467419.659","1012.62",,
"1724467419.66",,"22.26",
"1724467419.667","1012.56","22.25",
"1724467419.675","1012.51","22.25",
"1724467419.682","1012.51","22.26",
"1724467419.69","1012.51","22.25",
"1724467419.698","1012.54","22.25",
"1724467419.705","1012.46",,
"1724467419.706",,"22.25",
"1724467419.713","1012.52","22.25",
"1724467419.72","1012.56","22.25",
"1724467419.728","1012.54","22.25",
"1724467419.735","1012.49","22.25",
"1724467419.743","1012.45","22.24",
"1724467419.751","1012.58","22.25",
"1724467419.758","1012.59","22.25",
"1724467419.766","1012.54","22.25",
"1724467419.773","1012.6",,
"1724467419.774",,"22.26",
"1724467419.781","1012.51","22.25",
"1724467419.789","1012.45","22.25",
"1724467419.796","1012.57","22.26",
"1724467419.804","1012.61","22.25",
"1724467419.811","1012.53",,
"1724467419.812",,"22.26",
"1724467419.819","1012.56","22.25",
"1724467419.859","1012.53","22.26",
"1724467419.86","1012.5","22.26",
"1724467419.865","1012.57","22.26",
"1724467419.872","1012.51","22.25",
"1724467419.88","1012.51","22.25",
"1724467419.887","1012.53","22.26",
"1724467419.895","1012.49","22.25",
"1724467419.903","1012.6","22.26",
"1724467419.91","1012.55","22.24",
"1724467419.918","1012.53","22.26",
"1724467419.925","1012.54","22.25",
"1724467419.933","1012.61","22.24",
"1724467419.941","1012.53","22.25",
"1724467419.948","1012.53","22.25",
"1724467419.956","1012.57","22.26",
"1724467419.964","1012.48","22.24",
"1724467419.971","1012.57","22.26",
"1724467419.979","1012.51","22.25",
"1724467419.987","1012.53","22.26",
"1724467419.994","1012.53","22.26",
"1724467420.006","1012.5","22.26",
"1724467420.009","1012.56","22.26",
"1724467420.017","1012.48","22.26",
"1724467420.024","1012.48","22.26",
"1724467420.032","1012.5","22.26",
"1724467420.039","1012.44","22.26",
"1724467420.047","1012.6","22.25",
"1724467420.055","1012.53","22.26",
"1724467420.062","1012.56","22.26",
"1724467420.07","1012.53","22.26",
"1724467420.077","1012.52","22.25",
"1724467420.085","1012.53","22.26",
"1724467420.092","1012.54",,
"1724467420.093",,"22.25",
"1724467420.1","1012.63","22.26",
"1724467420.108","1012.52","22.25",
"1724467420.115","1012.48",,
"1724467420.116",,"22.24",
"1724467420.123","1012.53","22.26",
"1724467420.131","1012.54","22.25",
"1724467420.138","1012.56","22.25",
"1724467420.146","1012.57","22.26",
"1724467420.153","1012.6","22.26",
"1724467420.161","1012.53","22.26",
"1724467420.169","1012.53","22.26",
"1724467420.176","1012.51","22.26",
"1724467420.184","1012.53","22.26",
"1724467420.191","1012.58","22.26",
"1724467420.199","1012.53","22.26",
"1724467420.206","1012.59",,
"1724467420.207",,"22.25",
"1724467420.214","1012.57","22.26",
"1724467420.222","1012.56","22.25",
"1724467420.229","1012.51","22.26",
"1724467420.237","1012.49","22.25",
"1724467420.244","1012.57",,
"1724467420.245",,"22.26",
"1724467420.252","1012.51","22.25",
"1724467420.26","1012.54","22.26",
"1724467420.267","1012.46","22.26",
"1724467420.275","1012.57","22.26",
"1724467420.283","1012.51","22.26",
"1724467420.29","1012.57","22.26",
"1724467420.298","1012.57","22.26",
"1724467420.305","1012.5","22.27",
"1724467420.313","1012.51","22.26",
"1724467420.321","1012.51","22.26",
"1724467420.328","1012.56","22.26",
"1724467420.336","1012.57","22.26",
"1724467420.344","1012.6","22.26",
"1724467420.351","1012.57",,
"1724467420.352",,"22.26",
"1724467420.359","1012.6","22.26",
"1724467420.367","1012.56","22.26",
"1724467420.374","1012.56","22.26",
"1724467420.381","1012.57","22.26",
"1724467420.389","1012.57","22.26",
"1724467420.397","1012.57","22.27",
"1724467420.404","1012.47",,
"1724467420.405",,"22.25",
"1724467420.412","1012.53","22.27",
"1724467420.419","1012.52",,
"1724467420.42",,"22.26",
"1724467420.427","1012.53","22.26",
"1724467420.435","1012.49","22.26",
"1724467420.442","1012.57","22.26",
"1724467420.45","1012.6","22.26",
"1724467420.459","1012.57","22.26",
"1724467420.465","1012.55","22.27",
"1724467420.473","1012.46","22.26",
"1724467420.48","1012.51","22.26",
"1724467420.488","1012.61","22.26",
"1724467420.495","1012.54","22.25",
"1724467420.503","1012.53","22.26",
"1724467420.51","1012.57",,
"1724467420.511",,"22.27",
"1724467420.518","1012.55","22.27",
"1724467420.526","1012.46","22.26",
"1724467420.533","1012.5","22.26",
"1724467420.541","1012.6","22.27",
"1724467420.549","1012.56","22.26",
"1724467420.556","1012.6","22.26",
"1724467420.564","1012.54","22.26",
"1724467420.571","1012.53","22.26",
"1724467420.579","1012.65","22.26",
"1724467420.587","1012.53","22.26",
"1724467420.595","1012.5","22.26",
"1724467420.602","1012.48","22.26",
"1724467420.609","1012.5","22.27",
"1724467420.617","1012.46","22.26",
"1724467420.625","1012.51","22.26",
"1724467420.632","1012.57","22.27",
"1724467420.64","1012.53","22.26",
"1724467420.647","1012.53","22.27",
"1724467420.655","1012.57","22.26",
"1724467420.662","1012.48","22.27",
"1724467420.67","1012.59","22.26",
"1724467420.678","1012.47","22.26",
"1724467420.685","1012.58","22.27",
"1724467420.693","1012.5","22.26",
"1724467420.701","1012.43","22.26",
"1724467420.708","1012.6","22.26",
"1724467420.716","1012.45","22.26",
"1724467420.724","1012.56","22.26",
"1724467420.731","1012.49",,
"1724467420.732",,"22.26",
"1724467420.739","1012.52","22.26",
"1724467420.747","1012.61","22.26",
"1724467420.754","1012.56","22.27",
"1724467420.762","1012.47","22.26",
"1724467420.769","1012.56","22.27",
"1724467420.777","1012.48","22.27",
"1724467420.784","1012.6","22.27",
"1724467420.792","1012.58","22.27",
"1724467420.799","1012.52",,
"1724467420.8",,"22.26",
"1724467420.807","1012.45","22.26",
"1724467420.815","1012.51","22.26",
"1724467420.822","1012.5",,
"1724467420.823",,"22.26",
"1724467420.83","1012.5","22.26",
"1724467420.837","1012.58","22.27",
"1724467420.845","1012.5","22.27",
"1724467420.853","1012.56","22.26",
"1724467420.86","1012.53","22.27",
"1724467420.868","1012.55","22.27",
"1724467420.876","1012.5","22.26",
"1724467420.883","1012.51",,
"1724467420.884",,"22.27",
"1724467420.891","1012.5","22.27",
"1724467420.898","1012.47","22.26",
"1724467420.906","1012.56","22.26",
"1724467420.913","1012.6","22.27",
"1724467420.921","1012.57","22.28",
"1724467420.929","1012.57","22.26",
"1724467420.936","1012.58","22.27",
"1724467420.944","1012.46","22.27",
"1724467420.952","1012.5","22.27",
"1724467420.959","1012.58","22.27",
"1724467420.967","1012.6","22.27",
"1724467420.974","1012.52","22.26",
"1724467420.982","1012.52","22.26",
"1724467420.989","1012.54",,
"1724467420.99",,"22.26",
"1724467420.997","1012.51","22.27",
"1724467421.005","1012.44","22.27",
"1724467421.012","1012.54",,
"1724467421.013",,"22.28",
"1724467421.02","1012.6","22.27",
"1724467421.028","1012.54","22.26",
"1724467421.035","1012.57","22.28",
"1724467421.042","1012.54",,
"1724467421.043",,"22.27",
"1724467421.05","1012.51","22.27",
"1724467421.058","1012.53","22.27",
"1724467421.065","1012.65","22.27",
"1724467421.073","1012.5","22.27",
"1724467421.08","1012.57",,
"1724467421.081",,"22.27",
"1724467421.088","1012.54","22.27",
"1724467421.096","1012.51","22.27",
"1724467421.103","1012.56","22.27",
"1724467421.111","1012.5","22.28",
"1724467421.119","1012.53","22.27",
"1724467421.126","1012.52","22.26",
"1724467421.134","1012.5","22.27",
"1724467421.142","1012.51","22.26",
"1724467421.149","1012.5",,
"1724467421.15",,"22.28",
"1724467421.157","1012.61","22.27",
"1724467421.164","1012.57","22.27",
"1724467421.172","1012.58","22.27",
"1724467421.179","1012.61",,
"1724467421.18",,"22.28",
"1724467421.187","1012.47","22.26",
"1724467421.194","1012.52",,
"1724467421.195",,"22.26",
"1724467421.202","1012.57","22.28",
"1724467421.21","1012.47","22.27",
"1724467421.217","1012.54",,
"1724467421.218",,"22.27",
"1724467421.225","1012.5","22.27",
"1724467421.233","1012.52","22.26",
"1724467421.24","1012.57","22.27",
"1724467421.248","1012.56","22.27",
"1724467421.255","1012.54",,
"1724467421.256",,"22.28",
"1724467421.263","1012.62","22.27",
"1724467421.271","1012.55","22.28",
"1724467421.278","1012.48",,
"1724467421.279",,"22.28",
"1724467421.286","1012.45","22.26",
"1724467421.293","1012.56","22.27",
"1724467421.301","1012.55","22.27",
"1724467421.308","1012.54",,
"1724467421.309",,"22.27",
"1724467421.316","1012.5","22.27",
"1724467421.324","1012.53","22.27",
"1724467421.331","1012.58",,
"1724467421.332",,"22.27",
"1724467421.339","1012.64","22.28",
"1724467421.347","1012.51","22.27",
"1724467421.354","1012.56",,
"1724467421.355",,"22.27",
"1724467421.362","1012.54","22.27",
"1724467421.369","1012.5","22.27",
"1724467421.377","1012.54","22.28",
"1724467421.385","1012.58","22.28",
"1724467421.392","1012.54","22.28",
"1724467421.4","1012.54","22.27",
"1724467421.408","1012.5","22.27",
"1724467421.415","1012.45",,
"1724467421.416",,"22.28",
"1724467421.423","1012.51","22.27",
"1724467421.43","1012.55","22.27",
"1724467421.438","1012.61","22.27",
"1724467421.445","1012.52","22.28",
"1724467421.453","1012.55","22.28",
"1724467421.461","1012.55","22.28",
"1724467421.468","1012.52","22.28",
"1724467421.476","1012.56","22.27",
"1724467421.484","1012.52","22.28",
"1724467421.491","1012.54","22.28",
"1724467421.499","1012.57","22.28",
